Altium Designer Pick and Place Locations
C:\Documents\Altium\SM_Project\QUANTUM\–¿«–¿¡Œ“ »\Hardware\PTP_SFP\ECAD_V2\ECAD\Output\SFP_RFoF_P&P 2025-07-22 15-54\SFP_RFoF_rev.1_P&P 2025-07-22 15-54.csv

========================================================================================================================
File Design Information:

Date:       22.07.25
Time:       15:55
Revision:   09903b070002e888bd03bf090a5081394ee72aed
Variant:    release
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Layer","Comment","Description"
"C83","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","55.8016","39.8570","90","TopLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C84","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","62.9163","43.4128","90","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C85","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","82.2936","67.3966","0","TopLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C86","FP-0402-L_1_0_0_05-W_0_5-IPC_B","84.2992","64.9956","180","TopLayer","100nF","None"
"C87","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","63.2286","62.0099","180","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C88","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","76.4041","66.2559","180","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C89","CAPC1005X55X25ML05T10","78.9123","67.1169","180","TopLayer","100pF_0402",""
"C90","CAPC1005X55X25ML05T10","71.7414","67.1169","180","TopLayer","100pF_0402",""
"C91","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","69.2717","66.2193","180","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C92","CAPC1005X55X25ML05T10","64.8611","67.1466","180","TopLayer","100pF_0402",""
"C93","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","84.5349","58.8455","90","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C94","CAPC1005X55X25ML05T10","56.8137","59.3374","0","TopLayer","100pF_0402",""
"C95","CAPC1005X55X25ML05T10","64.1615","59.3044","0","TopLayer","100pF_0402",""
"C96","FP-C0603C106M9PACTU-MFG","37.1539","76.2740","270","BottomLayer","10uF_6.3V_0603","CAP CER 10UF 6.3V X5R 0603"
"C97","CAPC1608X87X35NL15T15","38.4518","76.3640","90","BottomLayer","4.7uF_10V_0603",""
"C98","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","39.8070","75.6562","270","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C99","FP-C0603C106M9PACTU-MFG","43.1219","76.3293","270","BottomLayer","10uF_6.3V_0603","CAP CER 10UF 6.3V X5R 0603"
