Drill Listing
=============
Drill: .00984  Tool: 1  Feed: 0  Speed: 0
X 418307  Y 317913
X 419488  Y 327755
X 439173  Y 327755
X 453740  Y 319685
X 437992  Y 317913
X 433070  Y 317913
X 447834  Y 317913
X 442913  Y 317913
X 447834  Y 312992
X 442913  Y 312992
X 451771  Y 306102
X 447834  Y 306102
X 445472  Y 302952
X 446850  Y 292322
X 446850  Y 288385
X 450787  Y 284448
X 453740  Y 278543
X 453740  Y 274606
X 453740  Y 270669
X 453740  Y 266732
X 453740  Y 262795
X 453740  Y 258858
X 453740  Y 254921
X 433661  Y 247440
X 433661  Y 243208
X 433070  Y 232283
X 434251  Y 208956
X 429921  Y 201181
X 436909  Y 199212
X 433956  Y 185826
X 433956  Y 164566
X 440944  Y 159448
X 437401  Y 148720
X 440944  Y 135826
X 437401  Y 122145
X 438188  Y 97440
X 437795  Y 90846
X 433562  Y 81889
X 438976  Y 70866
X 429921  Y 68602
X 438188  Y 49212
X 435236  Y 46259
X 440944  Y 37007
X 460629  Y 37007
X 472440  Y 82677
X 476377  Y 94488
X 469488  Y 111811
X 469488  Y 127952
X 464566  Y 145669
X 464566  Y 169291
X 469488  Y 175885
X 457874  Y 182480
X 460629  Y 192913
X 460629  Y 216535
X 458661  Y 284448
X 454724  Y 284448
X 477165  Y 291732
X 465452  Y 295275
X 477165  Y 296948
X 465452  Y 299409
X 465452  Y 302952
X 469291  Y 304724
X 455708  Y 306102
X 463582  Y 306102
X 459645  Y 306102
X 475196  Y 308858
X 459153  Y 319685
X 464566  Y 319685
X 469980  Y 319685
X 478740  Y 322736
X 458858  Y 327755
X 478543  Y 327755
X 498228  Y 327755
X 490059  Y 322736
X 484055  Y 322736
X 496062  Y 316929
X 494488  Y 309940
X 486811  Y 305216
X 500984  Y 297244
X 482381  Y 296948
X 490944  Y 295275
X 482381  Y 291732
X 494094  Y 281496
X 496062  Y 277952
X 499507  Y 267716
X 499507  Y 264566
X 499507  Y 261417
X 488188  Y 216535
X 488188  Y 169291
X 488188  Y 145669
X 483661  Y 133366
X 480314  Y 37007
X 500000  Y 37007
X 519685  Y 37007
X 511811  Y 66929
X 511811  Y 78740
X 511811  Y 90551
X 511811  Y 122047
X 511811  Y 145669
X 511811  Y 169291
X 511811  Y 192913
X 511811  Y 216535
X 514763  Y 277952
X 517716  Y 281496
X 504921  Y 297244
X 508858  Y 297244
X 512795  Y 297244
X 517913  Y 327755
X 537598  Y 327755
X 535433  Y 295275
X 535433  Y 291338
X 535433  Y 287401
X 535433  Y 283464
X 535433  Y 279527
X 535433  Y 275590
X 539370  Y 275590
X 540157  Y 243208
X 544488  Y 243208
X 535433  Y 216535
X 535433  Y 169291
X 535433  Y 145669
X 535433  Y 122047
X 535433  Y 90551
X 551181  Y 78740
X 535433  Y 66929
X 539370  Y 37007
X 578740  Y 37007
X 559055  Y 37007
X 598425  Y 37007
X 582677  Y 90551
X 559055  Y 90551
X 559055  Y 122047
X 582677  Y 145669
X 559055  Y 145669
X 559055  Y 169291
X 582677  Y 169291
X 582677  Y 192913
X 582677  Y 216535
X 559055  Y 216535
X 582677  Y 244094
X 560433  Y 250393
X 557283  Y 327755
X 596653  Y 327755
X 576968  Y 327755
X 616338  Y 327755
X 636023  Y 327755
X 606299  Y 244094
X 643208  Y 232283
X 606299  Y 216535
X 629921  Y 216535
X 642716  Y 213090
X 629921  Y 192913
X 606299  Y 192913
X 642716  Y 192421
X 643208  Y 173228
X 629921  Y 169291
X 606299  Y 169291
X 642716  Y 153543
X 618110  Y 145669
X 642716  Y 133858
X 606299  Y 122047
X 643208  Y 110236
X 618110  Y 98425
X 643208  Y 75787
X 618110  Y 74803
X 637795  Y 37007
X 618110  Y 37007
X 655511  Y 45669
X 655511  Y 65354
X 655511  Y 85039
X 655511  Y 104724
X 655511  Y 124409
X 655511  Y 144094
X 655511  Y 163779
X 655511  Y 183464
X 655511  Y 203149
X 655511  Y 222834
X 655511  Y 242519
X 655708  Y 268700
X 655708  Y 288385
X 655708  Y 308070
Drill: .01575  Tool: 3  Feed: 95  Speed: 300
X 21850  Y 283110
X 25393  Y 283110
X 28937  Y 283110
X 32480  Y 283110
X 36023  Y 283110
X 39566  Y 283110
X 43110  Y 283110
X 30708  Y 286181
X 34251  Y 286181
X 44881  Y 286181
X 27165  Y 286181
X 23622  Y 286181
X 41338  Y 286181
X 37795  Y 286181
Drill: .01772  Tool: 4  Feed: 95  Speed: 300
X 278149  Y 318897
X 288149  Y 318897
X 298149  Y 318897
X 308149  Y 318897
X 318149  Y 318897
Drill: .02362  Tool: 5  Feed: 197  Speed: 550
X 21850  Y 290275 X 25787  Y 290275
X 40748  Y 290275 X 44685  Y 290275
X 40748  Y 279015 X 44685  Y 279015
X 21850  Y 279015 X 25787  Y 279015
Drill: .04331  Tool: 6  Feed: 139  Speed: 550
X 468503  Y 68503
X 457874  Y 76377
X 457874  Y 88188
X 457874  Y 100000
X 457874  Y 111811
X 457874  Y 123622
X 468503  Y 228346
X 548425  Y 228346
X 494488  Y 195748
X 554488  Y 195748
X 534488  Y 195748
X 494488  Y 147992
X 494488  Y 127992
X 494488  Y 117992
X 494488  Y 77992
X 494488  Y 65748
X 554488  Y 65748
X 574488  Y 65748
X 594488  Y 65748
X 628346  Y 68503
X 594488  Y 77992
X 594488  Y 112992
X 594488  Y 147992
X 574488  Y 195748
X 594488  Y 195748
X 628346  Y 228346
Drill: .05118  Tool: 7  Feed: 107  Speed: 550
X 481496  Y 65748
X 494488  Y 91732
X 504330  Y 126771
X 494488  Y 161811
X 481496  Y 231102
X 607480  Y 231102
X 607480  Y 203543
X 607480  Y 175984
X 594488  Y 161811
X 607480  Y 148425
X 594488  Y 126771
X 594488  Y 91732
X 607480  Y 65748
Drill: .05709  Tool: 8  Feed: 107  Speed: 550
X 136220  Y 193897
X 136220  Y 307283
Drill: .06496  Tool: 9  Feed: 89  Speed: 550
X 15748  Y 58464
X 15748  Y 117519
X 15748  Y 176574
X 15748  Y 235629
Drill: .07087  Tool: 10  Feed: 81  Speed: 550
X 5748  Y 48464
X 25748  Y 48464
X 5748  Y 68464
X 25748  Y 68464
X 5748  Y 107519
X 25748  Y 107519
X 25748  Y 127519
X 5748  Y 127519
X 5748  Y 166574
X 25748  Y 166574
X 25748  Y 186574
X 5748  Y 186574
X 5748  Y 225629
X 25748  Y 225629
X 25748  Y 245629
X 5748  Y 245629
Drill: .07677  Tool: 11  Feed: 81  Speed: 550
X 580708  Y 259251
X 597244  Y 259251
X 580708  Y 275787
X 597244  Y 275787
X 613779  Y 275787
X 630314  Y 275787
X 613779  Y 259251
X 630314  Y 259251
Drill: .11811  Tool: 12  Feed: 69  Speed: 658
X 580708  Y 304527
X 630314  Y 304527
Drill: .1378  Tool: 13  Feed: 35  Speed: 794
X 29527  Y 19094
X 29527  Y 355314
Drill: .17323  Tool: 14  Feed: 35  Speed: 1033
X 98425  Y 199409
X 98425  Y 301771
X 336625  Y 301771
X 336625  Y 199409
End of Listing
