Altium Designer Pick and Place Locations
C:\Users\julianstj\Desktop\WorkNotes\Projects\PTP\WiWi\SDR\ECAD\Project Outputs for WiWi_SDR\Pick Place for WiWi_SDR_V1(845-XXXXX_PCBA_projectname).txt

========================================================================================================================
File Design Information:

Date:       11/07/24
Time:       09:28
Revision:   Not in VersionControl
Variant:    845-XXXXX_PCBA_projectname
Units used: mil

Designator Comment                      Layer       Footprint                                Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                              
R17        100_1%_0402                  BottomLayer RESC1005X40X25LL05T05                    982.677       1883.858      180      "Chip Resistor, 100 Ohm, +/- 1%, 100 mW, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                       
D9         CDSU4148                     TopLayer    FP-0603-SOD-523F-MFG                     1216.535      2023.622      0        "DIODE GEN PURP 75V 150MA 0603"                                                                                                                          
C171       0.1uF_16V_0402               TopLayer    FP-C0402-BB-MFG                          1291.339      2035.433      90       "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C170       0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          1043.307      1901.575      90       "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C155       10uF_10V_0402                BottomLayer FP-CL05A106MP5NUNC-MFG                   1053.543      1846.457      0        "CAP CER 10UF 10V X5R 0402"                                                                                                                              
C74        0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          956.693       1925.197      0        "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C7         10uF_10V_0402                BottomLayer FP-CL05A106MP5NUNC-MFG                   956.693       1964.567      0        "CAP CER 10UF 10V X5R 0402"                                                                                                                              
C154       0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          941.093       2057.374      90       "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C124       0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          982.284       2389.764      0        "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C123       0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          905.512       2057.374      90       "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C122       0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          811.024       2109.244      0        "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C107       0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          1043.307      2298.910      270      "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C106       0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          984.252       2061.163      90       "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
C104       0.1uF_16V_0402               BottomLayer FP-C0402-BB-MFG                          808.634       2144.826      0        "CAP CER 0.1UF 16V 5% X7R 0402"                                                                                                                          
R45        10K_1%_0402                  BottomLayer RESC1005X40X25NL10T10                    1657.480      1417.323      180      ""                                                                                                                                                       
XTAL1      ECS-TXO-3225-160-TR          TopLayer    ECS-TXO-3225_ECS                         1311.024      94.488        270      "No Description Available"                                                                                                                               
U15        iCE40UP5K-SG48I              TopLayer    FP-QFN-48-IPC_C                          935.039       2178.142      270      "ICE40-ULTRAPLUS, 5280 LUTS, 1.2V"                                                                                                                       
U14        TPS62442QWRPSRQ1             TopLayer    FP-RQR0014A-MFG                          1728.720      1279.396      270      "Adjustable-Frequency Dual Step-Down Converter, 2.7-6V VIN, 0.6-5.5V 2A VOUT, VQFN-HR14"                                                                 
SW2        B3U-1000P                    TopLayer    FP-B3U-1000P-MFG                         1279.528      2267.716      180      "SWITCH TACTILE SPST-NO 0.05A 12V"                                                                                                                       
SW1        B3U-1000P                    TopLayer    FP-B3U-1000P-MFG                         1244.094      2141.732      0        "SWITCH TACTILE SPST-NO 0.05A 12V"                                                                                                                       
R107       10K_1%_0402                  BottomLayer RESC1005X40X25NL10T10                    874.016       2291.339      270      ""                                                                                                                                                       
R106       10K_1%_0402                  BottomLayer RESC1005X40X25NL10T10                    921.445       2286.410      270      ""                                                                                                                                                       
R105       330_1%_0402                  BottomLayer RESC1005X40X25NL10T10                    649.606       2082.677      0        ""                                                                                                                                                       
R104       0_5%_0402                    BottomLayer RESC1005X40X25NL05T10                    1192.913      2204.724      180      ""                                                                                                                                                       
R103       DNI_10K_1%_0402              BottomLayer RESC1005X40X25NL10T10                    677.714       470.472       0        ""                                                                                                                                                       
R102       0_5%_0402                    TopLayer    RESC1005X40X25NL05T10                    1141.732      106.299       180      ""                                                                                                                                                       
R101       0_5%_0402                    BottomLayer RESC1005X40X25NL05T10                    1775.591      2318.898      0        ""                                                                                                                                                       
R100       0_5%_0402                    BottomLayer RESC1005X40X25NL05T10                    374.016       1433.071      180      ""                                                                                                                                                       
R99        CRCW04020000Z0ED             TopLayer    FP-CRCW0402-e3-IPC_C                     285.975       2739.612      90       "RES Thick Film, 0O, 0.063W, 0402"                                                                                                                       
R98        8.06K_1%_0402                BottomLayer RESC1005X40X25ML05T05                    1752.342      1307.529      0        "Chip Resistor, 8.06 KOhm, +/- 1%, 63 mW, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"                                                      
R97        DNI_0_5%_0402                BottomLayer RESC1005X40X25NL05T10                    1679.036      1284.317      270      ""                                                                                                                                                       
Q1         SSM3J328R,LF                 TopLayer    TOSH-SOT-23F_V                           311.024       1078.740      270      "TOSHIBA Field-Effect Transistor Silicon P-Channel MOS Type (U-MOS VI), 20 V, -55 to 125 degC, 3-Pin SOTFL, RoHS, Tape and Reel"                         
P6         U.FL-R-SMT-1(01)             TopLayer    HRS-U.FL-R-SMT-3_V                       1588.091      1641.732      90       "Ultra Small Coaxial Connector, 6 GHz, -40 to 90 degC, 3-Pin SMD, RoHS, Bulk"                                                                            
P5         U.FL-R-SMT-1(01)             TopLayer    HRS-U.FL-R-SMT-3_V                       791.339       726.870       180      "Ultra Small Coaxial Connector, 6 GHz, -40 to 90 degC, 3-Pin SMD, RoHS, Bulk"                                                                            
L19        LQG15HS18NJ02D               TopLayer    FP-LQG15HH_02-MFG                        208.583       2727.132      90       "Multilayer type RF Inductor 18nH ±5% 0.36O 400mA 0402"                                                                                                  
L18        LQG15HS12NJ02D               TopLayer    FP-LQG15HH_02-IPC_A                      213.480       2598.731      90       "Multilayer type RF Inductor 12nH ±5% 0.28O 500mA 0402"                                                                                                  
L17        LQG15HS22NJ02D               TopLayer    FP-LQG15HH_02-MFG                        182.963       2479.556      0        "Multilayer type RF Inductor 22nH ±5% 0.42O 350mA 0402"                                                                                                  
D7         LTST-C190GKT                 TopLayer    FP-LTST-C190GKT-MFG                      653.543       2082.677      180      "LED GREEN CLEAR CHIP SMD"                                                                                                                               
C121       1uF_16V_0402                 BottomLayer FP-0402-L_1_0_0_05-W_0_5-IPC_A           703.871       566.183       0        None                                                                                                                                                     
C120       GJM1555C1H4R7CB01D           TopLayer    FP-GJM155-0_05-IPC_B                     173.117       2783.614      180      "Multi-Layer Ceramic Capacitor 4.7pF C0G  ±0.25pF 0402 Paper T/R"                                                                                        
C119       GJM1555C1H120JB01D           TopLayer    FP-GJM155-0_05-IPC_A                     169.833       2669.337      0        "Multi-Layer Ceramic Capacitor 12pF C0G  ±5% 0402 Paper T/R"                                                                                             
C118       GJM1555C1H150JB01D           TopLayer    FP-GJM155-0_05-IPC_A                     177.333       2524.871      0        "Multi-Layer Ceramic Capacitor 15pF C0G  ±5% 0402 Paper T/R"                                                                                             
C117       GJM1555C1H8R2CB01D           TopLayer    FP-GJM155-0_05-IPC_C                     182.104       2355.525      180      "Multi-Layer Ceramic Capacitor 8.2pF C0G  ±0.25pF 0402 Paper T/R"                                                                                        
C116       GJM1555C1H470JB01D           TopLayer    FP-GJM155-0_05-MFG                       182.254       2438.847      180      "Multi-Layer Ceramic Capacitor 47pF C0G  ±5% 0402 Paper T/R"                                                                                             
C115       DNI_GJM1555C1H1R5BB01D       TopLayer    FP-GJM155-0_05-IPC_C                     169.176       2729.102      90       "Multi-Layer Ceramic Capacitor 1.5pF C0G  ±0.1pF 0402 Paper T/R"                                                                                         
C114       GJM1555C1H2R7BB01D           TopLayer    FP-GJM155-0_05-IPC_A                     162.298       2598.731      90       "Multi-Layer Ceramic Capacitor 2.7pF C0G  ±0.1pF 0402 Paper T/R"                                                                                         
